,text,is_misinfo
12468,My sisters have been talking about the vaccine all day. I’m excited for them but I’m also so jealous shame,0
12469,YES I can finally book my first vaccine dose,0
12470,Got my first vaccine today! :D,0
12471,oh fuckin hell i’m getting my first vaccine tomorrow,0
12472,"On the verge of tears at the Fergus Sportsplex. Got my 2nd dose of Pfizer and am so relieved, grateful, and ready to spend an entire year in my family’s arms. Thank you to everyone at @WDGPublicHealth and all the amazing volunteers!",0
12473,"Vaccine booked for next week!
I'm so excited to finally get it! https://t.co/RlME2dhsKv",0
12474,just had my first vaccine 🤠 https://t.co/peV99wRIu0,0
12475,"Feeling REALLY grateful for my 2nd vaccine! We need to ensure everyone has the same opportunity, regardless of where you’re born. 🌍 #covidvacccine https://t.co/SdFXNPpq9b",0
12476,"just back 2 say i had my first vaccine today 😤
it was bare awkward",0
12477,just got my first vaccine shot woooho,0
12478,GOT MY FIRST SHOT OF VACCINE!!! https://t.co/lQ11kMpbhw,0
12479,i got my first covid vaccine 🥳🥳,0
12480,Just got my first vaccine poooggg,0
12481,"As of tomorrow morning it'll be 2 weeks since my partner and I got our second vaccine dose. We are going for brunch and seeing a movie, and I am both excited and terrified.",0
12482,⚜ I got my first covid vaccine yesterday woohoo :&gt;,0
12483,I just got my first vaccine and I swear if I get some bad side effect..it ain't going to end well,0
12484,"25 hours post my first dose of the Pfizer vaccine: extreme fatigue, I had a slight fever for about an hour and soreness at the injection site. Other than that I'm gucci",0
12485,"received 15calls from amah and inah asking me if I’m good and if may side effect ba yung vaccine, Alhamdulillah for  having them and accepted everything about me",0
12486,WTF I FINALLY GOT MY FIRST VACCINE APPOINTMENT!!,0
12487,"Feeling so lucky/grateful to have been vaccinated today.

If you’re able, please try and donate to @unicefireland - this money will be used to vaccinate people in some of the world’s most vulnerable and at-risk populations.

You can donate here - https://t.co/tPX7C0YXPp https://t.co/0NrRomBAMw",0
12488,After 10 crashes and 3 server connection errors I finally got to book my first covid vaccine! #AlltidÖppetFixYourApp,0
12489,"Got my first vaccine, lessgo",0
12490,We’re excited to be supporting our friends at the AB Cantu/PanAm Advisory Board as a sponsor &amp; inkind supporter for the 63rd Annual Summer Concert Series in the ❤️of East Austin on July 20th! We will be providing Pfizer Vaccines for ages 12 &amp; up along w/ cool giveaways! Join us! https://t.co/wrk6ARudvW,0
12491,Very happy to have my first dose of #pfizer.,0
12492,Got my first dose of the vaccine today 😎,0
12493,i got my first dose of vaccine today and just woke up from sleep. abt the news.. it broke my heart ㅠㅠ i hope the fastest recovery for sanie🤍🤍,0
12494,"yall im about to get my first dose of the vaccine and im so nervous, i’ve never been good at getting shots😭i used to cry when i got the flu shot",0
12495,"I've just gotten my first covid vaccine shot 🦄
Yay!",0
12496,"Hey singles over 35, are you excited at the prospect of meeting some new people in the vaccine queue?",0
12497,im getting my first dose of the vaccine tmrw fucking finally,0
12498,"I received my second vaccine shot today.  They gave me Modena, as opposed to Pfizer for my first one.  So far, so good.",0
12499,I don’t know if i’m nervous about my date tonight or if it’s a vaccine symptom but I am having wicked hot flashes today 🥵,0
12500,"I am happy that Vaccination process are speeding up,My parents are excited that soon their will qualify for vaccination,I hope this pace continues,Am ready for vaccination,Lets hope after 49-35yrs its us the 20s Age group,I am ready to slay,God willing it can be sputnik 💉💉",0
12501,Finally getting my first dose of Pfizer,0
12502,THE VERDICT IS IN: They’re deliberately killing us with the Covid ‘vaccine’ bioweapons! https://t.co/mB07WdwFqd,1
12503,Alhamdulillah. Just get my 1st vaccine shot today. It was smooth like butter ;p,0
12504,got my first dose of the vaccine yesterday 👍🏼 arm hurts,0
12505,"We are grateful to have successfully implemented a Data Driven Queue Management Solution to support Discovery Health with their vaccine rollout. 

The solution has improved the experience and provides valuable data and insights.

#datadriven
#queuemanagement
#itseasywithglobal https://t.co/dIJcbOFRMm",0
12506,Oh boy. The second vaccine thing is real. Not feeling too hot today but YAY #FullyVaccinated 🙏,0
12507,#vaccinated part 1!🥳🍾 #COVID19 #Pfizer #VaccinesWork #GetVaccinated,0
12508,"Looking forward to a few days off work next week for my birthday, booked in @NottmCastle on my birthday with my boys and Hannah. Can't wait to explore, have a pub dinner and then to Gamston for my 2nd vaccine! 8 days to go! #excited",0
12509,"After researching all of these deaths and side effects linked to the vaccine I'm so grateful i never bought into the fear.

I swear I caught covid or *the worst flu* I've ever experienced nov/dec 2019 it fucked me up pretty bad and took me 2 or 3 weeks to get over.",0
12510,"The second deputy president of the @MJCSouthAfrica, Shaykh @riadfataar has received his COVID-19 vaccine today. Alhamdulillah Shaykh is in great spirits and has encouraged the muslim community to vaccinate and take precaution against the Covid-19 virus. https://t.co/paUflNTQPu",0
12511,GOT MY FIRST VACCINE DOSE LETS GOOOOOOO,0
12512,"Alhamdulillah finally dapat surat clarification from UMMC, hopefully esok boleh dapat vaccine. Thank you frontliner UMMC for helping me.",0
12513,Got my first vaccine shot 🤩,0
12514,Good news! I'm getting my first dose vaccine this Sunday!,0
12515,man I’m grateful for the NHS. being in wales means not even having to book a vaccine. ready for vaccine #2 this month,0
12516,Dr. Sherri Tenpenny: MDs Agree the Covid Vaccine is a Bioweapon https://t.co/98zXg6DjMF,1
12517,"THE VERDICT IS IN: They’re deliberately killing us with the Covid ‘vaccine’ bioweapons!
https://t.co/nFGomdhV5R",1
12518,"Americans, if you need something to be grateful for, to quote @Hueylewisnews: ""This is it"" : Argentina's ""Independence Day"" is July 9. My aunt and uncle lead the Cordoba Mission. They cannot leave to go to North America to get the vaccine. Federalism saves the U.S., even now.",0
12519,"Former President, Kgalema Motlhanthe has received his first Pfizer vaccination jab at the Alexandra Community Health Centre in Johannesburg today.
#GetVaccinated #JoziFmNews MM https://t.co/YX6CVIK1eE",0
12520,"Over 18s walk-in Covid vaccine clinic at Wareham Hospital on the 12th/15th &amp; 16th July. 

You must leave 8 weeks between 1st &amp; 2nd vaccine. Visit Facebook page @PcnPurbeck for more info

#getvaccinatedtobeprotected",0
12521,I was finally able to book my first shot of the vaccine ! 😭 Tuesday next week here we go,0
12522,Pretty nervous even after getting my first vaccine shot 😅,0
12523,Just got my first dose of the vaccine and i was so nervous but im okay now :),0
12524,Just got my second dose of pfizer 😃,0
12525,That second vaccine dose ain’t no joke 🤧,0
12526,"good afternoon, sunny and really hot day here in Barcelona ☀️ just got the first dose of the vaccine on army day ✨ (had to change the date due to work)
is this my gift as our anniversary? a closer step to normal life and attending a future @BTS_twt  concert? grateful 💛",0
12527,Another masterclass in efficiency and professionalism at the Helix and @DCU. Vaccine in my arm within 6 mins of my appointment time! So grateful to be fully vaccinated and to the @HSELive and everyone involved in this phenomenal roll out. #Covid19Ireland #CovidVaccine https://t.co/uuqWKwU9Eg,0
12528,Please get your vaccine.  I want you all to survive this horrible pandemic.❤️ #GetVaccinated #COVID19 #DeltaVariant #CovidIsNotOver #coronavirus,0
12529,"I have been successfully vaccinated by pfizer in Istanbul, the first dose has been injected , I am totally grateful from turkey’s Government whom care the most to the people’s deaths. What a proud and power which was shown to the world. https://t.co/Wo6L0i7ZMy",0
12530,Only the best when bestie is visiting for the weekend! Grateful for the vaccine which is helping people celebrate with loved ones over great food again and @RanchoGordo! https://t.co/l0p9Vdaa6n,0
12531,"VACCINE CHECKED✔
I was excited for my 1st dose,
so how was the outcome?
well I felt so much healthier &amp; active!
my health improved better,
For those of you still having 2nd thoughts?
I say JUST DO IT!!!
you will never regret😁💪💉
#COVID19 #vaccine https://t.co/HedOj2Are0",0
12532,Got my first covid test in months since getting the vaccine. Being responsible and making sure this cold situation isn’t something worse.,0
12533,Is anyone asking the question on the liability for employers mandating compliance with a still experimental and unproven vaccine? The long term effects and risk is not fully known. @RogerMarshallMD  https://t.co/XcrCzQGQ29 via @ICTBizJournal,1
12534,"Words sometimes confused on twitter:

there/their
hear/here
its/it’s
vaccine/experimental gene therapy",1
12535,"Pfully vaccinated! Grateful, off to give one at... https://t.co/4sNpwYV2dK
Looking forward to enjoying the benefits after my Masters finishes. https://t.co/yYfnP0TrHT",0
12536,You can get your Saturday vaccine. #GetVaccinated #GetVaccinatedASAP #GetYourTeensVaccinated https://t.co/FUIxYF0SKB,0
12537,"Ayesha K. Faines: 35-year-old Journalist and “Grapevine Show” Panelist Dead 14 Weeks After Experimental Pfizer mRNA Shot
https://t.co/yYUMRhtWp6 https://t.co/IgpLekGVsF",1
12538,Today we travel to visit my parents. It's been so long. Will I cry? Probably.  I'm so grateful for the vaccine that makes this possible.,0
12539,I am so grateful for our First Lady: https://t.co/utvPlLeCjk,0
12540,I got my first vaccine shot y’all lol where my Moderna Shorties at???,0
12541,finally got my first vaccine about time 🙏🏻,0
12542,Kinda nervous to take the second dose of the vaccine next week. I just hope I won’t be experiencing any symptoms 🤕,0
12543,"Still need to get a COVID-19 vaccine? A COVID-19 Vaccine event is coming to Allentown THIS SUNDAY July 11, 2021 from 9 am to 4pm at Resurrected Life Community Church! Adults and children age 12 and older are eligible. No appointments necessary! #GetVaccinated https://t.co/igop4lzicc",0
12544,"as someone with only one dose of the vaccine so far and close to many immunocompromised ppl, i’m now rlly nervous to go to work since i work with the public, who no longer need to wear masks or be tested upon arrival if they are fully vaxxed :-(",0
12545,Got my 2nd vaccine but the doctor didn’t put a bandage on it?!? Why even bother getting it if I can’t brag? #FullyVaccinated #GetVaccinated #CovidVaccine,0
12546,"#GETTHEVAXCT today! The Department of Public Health COVID-19 vaccine van is coming your way! Click the link to learn more. The link is updated daily; if you don't see one near you today, you may find one tomorrow. Keep checking back and #GetVaccinatedCT https://t.co/qIA2mLmYJT https://t.co/zzS9PhPa1b",0
12547,Sitting here reading the posts about how my now dead classmate wished he had gotten the vaccine. Instead he spent a month suffering on vents and full life support before he couldn’t fight any longer. #GetVaccinated,0
12548,also i finally booked an appointment to get the covid vaccine yay,0
12549,"Only under a corrupt regime are children prevented from getting tattoos, but pushed to get an experimental non-FDA approved vaccine proven to cause heart inflammation.  #vaccinedeaths #DemocratsHateAmerica",1
12550,Dr. Sherri Tenpenny: MDs Agree the Covid Vaccine is a Bioweapon https://t.co/FLe8tQrLtL via @BitChute,1
12551,i finally have an appointment for the vaccine yay!,0
12552,"Residents, 
It’s time to find out what it’s like to have a COVID-19 vaccine. Please make your way to https://t.co/yHgfVW0pY7 or call 119, and get ready to leave the household. 
 
#doingmybit #getvaccinated https://t.co/9m7Hy6TSKd",0
12553,I got my first dose of the COVID-19 vaccine today. https://t.co/LwGxD91NMN,0
12554,"Overcoming the pandemic as a community. If you haven’t been #vaccinated, consider scheduling an appointment today to keep yourself and your loved ones safe. #getvaccinatedminnesota!

https://t.co/4u9JF9moYW

#brivahealth #minnesota #vaccine #covid19 #covidvaccine https://t.co/7pluIwvOW9",0
12555,"Alhamdulillah,, already get my vaccine appointment..
#PfizerGang",0
12556,Waiting for my vaccine enjoying valuable conversations. Grateful.,0
12557,Just booked my vaccine and I'm so excited because its one step closer to seeing my family again 😭😭💞💞💞🙏🙏,0
12558,"Double-vaxxed! #Pfizer Dose 2, done! 

Thanks to the staff at the CLSC for being so understanding and patient with my #needlephobia. Feeling grateful and privileged to be among the luckiest 12% of people in the world right now to be fully vaccinated against #COVID19. https://t.co/nYbdPgsQdI",0
12559,Just got my first dose ✌🏻 #Pfizer,0
12560,"Ayesha K. Faines: 35-year-old Journalist and “Grapevine Show” Panelist Dead 14 Weeks After Experimental Pfizer mRNA Shot
https://t.co/J31o5HpZ4f https://t.co/qwUjK12vgT",1
12561,"This is for everyone excited about getting the vaccine ( clinical trial jab)

Don't argue with me, bcoz  first of all you are lazy to do research. https://t.co/SE11iQs7CN",1
12562,"Feeling grateful to receive my first dose today. Have donated the equivalent of 2 vaccines to Unicef's 'Get a vaccine, get a vaccine' programme to help those in countries without so many vaccines. I'll put the link to this in my bio! God bless science and medical professionals! https://t.co/gVMmNlIg7o",0
12563,I LET THEM LISTEN TO DEAR SPUTNIK AND FROST AND SHE IMMEDIATELY FELL IN LOVE LIKE YAYAYAYAYA,0
12564,"Join us for a free ""Grateful for the Shot"" event at Parish of Our Lady of the Angels in Trenton on Sunday 7/11, from 9:30 a.m. to 12:30 p.m. First and second doses of Pfizer (12+) and Moderna (18+) will be available. Walk-ins welcome! https://t.co/gLftjizkyg",0
12565,finally got my covid vaccine today :D,0
12566,"Finally got my first vaccine shot with Moderna. Super happy about it 😊

(Barely even felt anything btw.)",0
12567,"Outside @Tesco Wembley. “Hello Sir, would you like to pop in for some irreversible and potentially-fatal experimental gene therapy while you do the weekly shop?”
#VACCINE 
#VaccineForAll https://t.co/7TdTqKSjTC",1
12568,"on a real though i'm happy i have that sweet sweet pfizer in my body, they fetched another nurse to help because i said i was nervous and he complimented my hair!!! very happy :p",0
12569,JUST HAD MY FIRST VACCINE!!!! currently under observation for fifteen minutes in case i pass out ✌️,0
12570,Tomorrow I will be presenting my peer reviewed essay about COVID 19 vaccine efficacy. Am too nervous 😥,0
12571,"Got my first vaccine today, so far i don't really feel anything and (this is coming from a person who's completely out of shape lol😂)",0
12572,"Today I am fully vaccinated for protection from Covid 19.
1st vaccine I got on 16th of April.
Modi Ji I am grateful to you for the vaccination provided to the countrymen free of cost.
Thanking you once again. https://t.co/j9MyXB9tJt",0
12573,Yay I got my vaccine date in 5 days! Finally!,0
12574,We're so grateful to everyone in our vaccine clinics helping #Croydon beat #Covid19! Retired nurse Rhonda shared why she returned to the frontline - hear her #VaccineStories and #GrabAJab today- clinics at https://t.co/1UUyuZ8MdB @croydonhealth  @nhscroydon_ https://t.co/hJnO0bN7Wt,0
12575,"Got my 1st shot of covid vaccine this morning, am sooo happy ☺️ also I’m really excited to get my 2nd shot next month. 😁 #covidvaccine",0
12576,"We have Walk-Up Mobile Vaccine opportunities this week in various locations. TODAY, Friday, 7/9, we will be at Moose Lodge , 60 Westside Ave, 10am-6pm. Stay tuned for new Walk-Up Sites this week. #GetVaccinated for a #HealthierJC @JerseyCity @ulohc @jcparksco @JCFPL_NJ https://t.co/fzHStLsj0Y",0
12577,i already got the first dose of the vaccine but idky i’m still nervous to get the second one,0
12578,I got my vaccine certificate yay! ☺️🤍💉 get ur vaccine now guys,0
12579,"I got the first dose of COVID-19 vaccine today. I feel so grateful to the health workers for a well organised and efficient process. I had options of taking one jab of Johnson or two doses of Pfizer. I opted for the later. So far, I do not feel any pain and hopefully I do not. https://t.co/fHHFPolgc2",0
12580,Dr. Sherri Tenpenny: MDs Agree the Covid Vaccine is a Bioweapon https://t.co/mvL0kVlAPF via @BitChute,1
12581,First shot of the vaccine ✅,0
12582,"Goldie and Cash recently visit us for their vaccine boosters. Dr. Lamont and Brittany were very excited to see them. Aren't they adorable?
#Puppies #VaccineBoosters https://t.co/WMEklzb6KP",0
12583,"I didn't experience any side effects from either dose of the vaccine, despite having different ones for both. That's something I can be grateful for heading into my birthday weekend!",0
12584,I GOT MY FIRST VACCINE,0
12585,"Do not take the deadly jab it is not a vaccine but a depopulation tool. None of the elite have taken it none of them. There has been more deaths from the miracle jab than ""covid"". https://t.co/OgjQq5PIAx",1
12586,Alhamdulillah ! Jeno's girlf done with  her sec vaccine !  Ft Dreamies second win 🥳 🤍✨ https://t.co/oeoITeMtXk,0
12587,Getting the vaccine today and I'm a nervous wreck holy shit I thought I was okay but apparently I'm not.,0
12588,"Walk-in Pfizer vaccinations tomorrow and Tuesday - the @CharnwoodBC Loughborough offices are easy to find, walking distance from town centre/buses, and with a free car park for anyone getting a jab - you have no excuses!
#GetVaccinated 💉👍💙 https://t.co/ZFdCeP5tqp",0
12589,"Getting the first shot of vaccine today.
Im so nervous to be around people I feel like throwing up
#socialanxiety",0
12590,Alhamdulillah…. My wife and I both had the vaccine and had no problems so far https://t.co/xfdfrrrEfL,0
12591,"I’m about to go get my vaccinations and I’m like super nervous???? All these tattoos and piercings and yet here I am, nervous for a VACCINE??? I have my nipple pierced for Christ’s sake😭",0
12592,"Schedule your COVID vaccine today &amp; take a step towards normalcy.
.
https://t.co/eT5FijBCxS
.
Contribute here: https://t.co/YCxXKehujK
.
#getvaccinated #covidvaccine #covidanddisability #covid #disability #follow #covidvacccine💉 #makeachange #supportsarthak #accessibleworld https://t.co/jQeK0VVKty",0
12593,"Dude why does getting the vaccine make me so NERVOUS

Second jab in a few hours 🥺",0
12594,"got my first dose of vaccine this morning, alhamdulillah🥰✨",0
12595,"I am VERY excited to finally get the vaccine for someone who is SUPER afraid of needles. *flashes back to pre-school vaccines and me screaming so much,they had to call my dad,who was the principal, to come and hold me down* https://t.co/GD7UW6EvOh",0
12596,"Alhamdulillah, received 1st dose vaccine #COVISHEILD today!
#vaccinated",0
12597,Guess who's in New Brunswick with two vaccine doses and negative arrival test results! We are so excited to finally see our families after two years!,0
12598,"Alhamdulillah, abah got his first vaccine today☺️. I wish you nothing but good health and may you always be in the protection of Allah swt, aminnn🤲🏻. https://t.co/6gqA2yIuci",0
12599,"I AM CAPSLOCK EXCITED ABOUT THIS!

https://t.co/BPQKjeeKHF",0
12600,on my way to the vaccine 🙏 it's a 90 minute car ride tho lol and that's on living in a small ass town but yayy 🥵🥳😍✨,0
12601,"#Vaccines are central to the fight against #COVID19. Getting vaccinated will fortify India’s victory over the pandemic &amp; ensure a safe, immune &amp; Covid-free India. Take your vaccine shot &amp; help stop the upcoming waves of the pandemic.
#VaccineForAll
#GetVaccinated
#WeShallOvercome https://t.co/YTth8jjfh3",0
12602,"From @ozhomeschool 
Study shows that 104 women out of 127 women who were given the Covid-19 vaccinations IN THE FIRST TRIMESTER of their pregnancy, spontaneously aborted. They lost their baby. That's a percentage rate of 82% or 4 out of 5. Depopulation? https://t.co/95A2AUxPEE",1
12603,Yeay both my sister and brother dah dpt vaccine this week. Alhamdulillah. https://t.co/nk1BI3PhFS,0
12604,"Exciting day today, getting my new bike and getting my first vaccine. Nervous because I never leave the house but I’m sure it will be fine lmao",0
12605,"I’m so grateful to have received my 2nd Pfizer jab today. 
However I am starting to feel distinctly ordinary. Ruhroh.",0
12606,"So I just took COVID-19 vaccine 5min ago, like I’m still at the waiting room where you have to stay for 15min after you take it and it really wasn’t bad at all. Nothing to be nervous about",0
12607,Alhamdulillah done first dose of Astrazeneca 💉❤️ #cucukMYAZ #AZjourney,0
12608,"More than four million South Africans have already received their COVID-19 vaccine. Vaccines are safe, reliable and effective against the COVID-19 virus. #GetVaccinated #VaccinesWork https://t.co/Wcz6vr4ENk",0
12609,"What is wrong with the people demanding mandatory experimental gene therapy?

https://t.co/66zuxDWmZj",1
12610,got my second dose of pfizer!!!! yay for me,0
12611,"First vaccine shots, then tourist spots🤣
#CovidThirdWave #GetVaccinated #MaskUp #KeepDistance #ManaliCrowd #Manali #Himachal #IndiaTourism #Maharashtra #Gujarat https://t.co/k9IBR3i4wF",0
12612,"One arm hurts from the vaccine, the other from having to sleep on one side for two nights straight, so now basically I have two disfunctional arms. Grateful though 🤗",0
12613,Im so excited to register for the vaccine. When I get my vaccine card im going to have it printed on tracksuit material and have a whole tracksuit made. I will wear it every where and frequently. People must know.,0
12614,Good Morning South Africa. Is anyone as excited as I am about the trajectory of the vaccine rollout? #vaccination #VaccineRollOutSA,0
12615,I am so excited to have this vaccine but I am MSP scared of needles 😭😭😭😭 https://t.co/jg8XdCndEj,0
12616,This second AstraZeneca shot hit me hard. Over 48hrs later and still feeling side effects. Starting to ease now. Grateful to be fully vaccinated.,0
12617,"Twitter: is “vaccine nationalism” a useful term? Does it mean anything more than vaccinating yr own population before sending to others? Isn’t this obvious and expected, and what any govt wd do? Or does it mean something else/more?
Grateful for views.",0
12618,Alhamdulillah. Completed my 1st dose today. Everything was smooth &amp; well prepared. Thanks to KK at my place. They managed to get my vaccine appointment. So happy. So grateful. #32weekspregnancy @JKJAVMY https://t.co/lnCnXTzq8P,0
12619,im gonna get my covid vaccine chile #nervous https://t.co/dL6copMceP,0
12620,"#COVID19 #VACCINE FACTS
 
✅ #COVID19 vaccines do NOT change your DNA. Find out more about how #COVID19 vaccines work.#Covid #StaySafe #India #GetVaccinated #KappaVariant #CovidIsNotOver #Covid_19 #vaccinated #Corona @CestMoiz @777Gautam @bhatt_reshma @MoHFW_INDIA @CovidIndiaSeva https://t.co/4FVpS3oonf",0
12621,First Pfizer jab done! Yay! #vaccinate #PfizerVaccine,0
12622,"No need to book for the vaccine now!

#BFETIntegrity #WeAreMarton #COVID19 #DoYourBit #GetVaccinated 
@BrightFuturesET https://t.co/ek2Z9LbURu",0
12623,Have you been vaccinated yet? Here’s what we’ve been doing to help increase vaccine acceptance and provide easy access to booking appointments. #GetVaccinated https://t.co/v5bd7a06pH,0
12624,"After months of consultants going around, around in circles Drs sent me for second vaccine. Its really knocking me around. Pain, sleep, plod, repeat. #livingwithchronicillness #grateful #allisgrace",0
12625,"Pushing through a workshop, a deadline, and tying up some loose ends before I call it a day and sleep my way to vaccine recovery. Battery is near 0%, but grateful to friends who send me food and care &lt;3",0
12626,"I am getting my first dose of the vaccine this Sunday, I am nervous but also excited! 🤗",0
12627,My parents excitedly sent me the link about the vaccine registration opening for 35+...and its clear that they obv don't know how old I am https://t.co/a6fyPN3Z5V,0
12628,"Just had my first shot of the vaccine today. I didn't feel a thing. 

#GetVaccinated",0
12629,"Covid-19 vaccines approved for use in Zimbabwe namely Sinovac &amp; Sinopharm vaccines-China, Covaxin-India &amp; Sputnik V-Russia are now known to be safe for everyone above the age of 17, including pregnant &amp;breastfeeding women following the latest WHO guidelines 
#GetVaccinated https://t.co/jzMyh953bt",0
12630,"I'm so grateful to live in a country where there has been successful vaccine rollout and uptake. Unfortunately not everyone is as lucky. ""No-one is safe until we're all safe"" #supportglobalvaccineequity #payitforward https://t.co/P4g48mL8oo",0
12631,"Fully vaccinated, finally. We got the 2nd dose vaccine today. Thanks for the science, and I hope everyone reach vaccines as soon as possible. #GetVaccinated #Biontech #COVID19 https://t.co/l12KI5pFGy",0
12632,"All the places you can get a walk-in jab (1st or 2nd if you’re due) in Leeds in the next week.
If you’re nervous, have questions or if you’re still making up your mind - remember that there are people on-site who are there to help you. 

https://t.co/m81Fw1MEPQ",0
12633,I JUST BOOKED MY VACCINE!!!!,0
12634,im going to take the first dose of the vaccine today and im a bit nervous ;w;,0
12635,"Hooray! I just got my second @CSL /Seqirus-made, @AstraZeneca-licensed @UniofOxford-invented #COVID19 vaccine. Very grateful for the jab! #vaccinated #VaccinesWork",0
12636,"Pfizer making $trillions out of the fact that you are guinea pigs for experimental gene therapy that's never been tried on humans before.
All because you panicked about Covid19, a manmade virus, built for a wicked purpose.
Covid is killing ill people, vax is killing the well.",1
12637,"Japan Again Gives Taiwan Vaccine For CCP Virus; 7-11 Net Profit Triples, AEON Turns Loss Into Profit 
#DrLiMengYan
#CCPVirus #Covid19
#UnrestrictedBioweapon 
#ContemporaryGeneticWeapon
#OriginOfCOVID19
https://t.co/qFWqdJeWph via @Gnews202064",1
12638,Road to my 1st Dose of Vaccination ✅ Brought Little Ppyonggi with me for company 🤣 #GetVaccinated #AstraZeneca https://t.co/u9NEYpdzCs,0
12639,"If I wasn’t busy today, I’d be accompanying my mom to get her vaccine today. Yho, intwana yam is so excited to get it and I’m just happy to see her smile man",0
12640,Sinopharm vaccine i no apruv long Australia – VBTC  (@BYegiora) https://t.co/Wk7ddyaygn,0
12641,Just got the vaccine AAAAAAAAAA I was so nervous. Thank God it's over!,0
12642,Queuing for 2nd jab. Yay #VACCINE,0
12643,"I'm young and healthy, why do I need the COVID-19 vaccine? • Dr. Kiran M... https://t.co/IXS22J7BYQ via @YouTube #GetVaccinated",0
12644,Finally digitalized my vaccine pass yayy guess who is ready for hot girl summer now,0
12645,"Pfizer are making $trillions out of the fact that you are guinea pigs for experimental gene therapy that's never been tried on humans before.
All because you panicked about Covid19, a manmade virus, built for a wicked purpose.
Covid is killing ill people, vax is killing the well.",1
12646,"So..🤔...now that everyone is agreeing that iver*mec*tin works, how long before the fda resends their Temporary Emergency Use authorization for the experimental gene therapy people are calling a ""safe, fda approved vaccine""?

😏",1
12647,Today i completed #2nddose #COVIDSHIELD Vaccine #GetVaccinated @SerumInstIndia https://t.co/8ufjPunt4U,0
12648,"Second covid19 vaccination dose complete this morning very grateful to have received this now. Many thanks to all @NHSuk #COVID19 #GetVaccinated #CovidVaccine 
@pfizer https://t.co/9Ny5KxfYz1",0
12649,Excited to hear the 35-49 vaccine group being announced. These are the spenders that are going to get that economic development back. Good time to be investing in some target marketing for summer #COVID19,0
12650,"Got my 2nd shot of #Pfizer today. Feeling good so far 
#GetVaccinated",0
12651,Both my parents have had both the Pfizer jabs and I can register for mine next week. I am so grateful.,0
12652,"We are just as excited as Hannah who got her first vaccine at one of our walk-in clinics last week. 🎉🙌

Have you had yours yet? It's not too late! 

There are loads of walk-in clinics happening this week - Find one near you 👉https://t.co/9wukMvj3zr https://t.co/m4l9cjXWxe",0
12653,So uplifting to see all you youngsters so excited re the vaccine made my day,0
12654,"Will not be streaming tonight. Getting  early rest, since i will get my first jab of the vaccine tomorrow. Am both excited and afraid",0
12655,"Today ,I hit the vaccine with my husband.Until hit the vaccine I was nervous .But it was over in no time. I felt to pain a little but I was relieved. After two week, I hit the vaccine again. I only  prevent myself later.I cant drinking today .So, I will enjoy nonalcoholic.",0
12656,"I get my first Pfizer dose tomorrow at my GP. I'm very grateful to be able to get it. 
Thank you to the people who worked on developing this vaccine. 

#Pfizer",0
12657,"IM GETTING MY VACCINE SHOT TOMORROW,IM EXCITED BUT SCARED",0
12658,"Dr. Mike Yeadon demolish the scamdemic. He says a sinister agenda is afoot. We will regret it unless we cast off the tests, masks, vaccines and lockdowns NOW. They are useless and suicidal. Vaccine passports spell the end of freedom. The agenda is depopulation. Start defying.",1
12659,"Grateful to have received my vaccine . 🙏Encouraged by family and friends to “pay it forward” and am more than happy to support the “Get a Vaccine, Give a Vaccine “ campaign . | COVID-19 Appeal | UNICEF Ireland https://t.co/R9blxd1aJ3",0
12660,The second dose of #AstraZeneca vaccine is running through my body! #GetVaccinated,0
12661,"My father and stepmother both got their first shot of the Johnson and Johnson vaccine. 💉
They are feeling great and not one side effect in sight.

#GetVaccinated",0
12662,i’m going to get the second dose of the vaccine and i am very nervous 😟,0
12663,"getting my vaccine in 2 hours, starting to get a bit nervous lol",0
12664,I’m so excited about the number of people getting their first dose of the vaccine. Especially family. 🙏🏽,0
12665,"Grandma in small village Penang (not on the island) is now vaccinated !
Alhamdulillah, so happy that she received the vaccine at her home :')

High risk patient with bad knees...",0
12666,"First jab #pfizer 

Wishing everyone had the privilege to access a vaccine, but very grateful nevertheless 

Covid-19 Vaccination should be a right not a privilege 

#ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ💉 #vaccineequitynow https://t.co/i1qAJRDyMg",0
12667,So excited to get my second vaccine today. Thank you HSE!! It's time to pay it forward now with this brilliant initiative from @unicefireland #GetAVaccineGiveAVaccine https://t.co/lJIiqpFCkY,0
12668,a man gave me a big box of ferreros yesterday for giving him his second dose of the vaccine 🥺 he was so so grateful it was the sweetest thing ever,0
12669,"Yay. The husband has his vaccine appointments. 🎉 I don't leave the house, so I can wait. Husband and then mum are more important.",0
12670,"Second dose of the Pfizer vaccine done!
I wish everyone could be as privileged as I am right now. #GetVaccinatedASAP #getvaccinatedifyoucan #sendvaccinestoAfrica #helptovaccinateallhumans",0
12671,"Bharat Biotech's #COVAXIN 1st dose done 💪
for me and mera chota bhai @Sailed_Through
#grateful ✨
Corona ko hai harana, toh vaccine zaroor lagana💉💪

Thank You @PMOIndia @narendramodi bcoz of You and your teams efforts we got vaccination. https://t.co/2BgobONf5B",0
